title:White Rice's Wishlist



//double perks
dimwishlist:item=4248569242&perks=3523296417,469285294#notes:Reconstruction,Demolitionist | Recombination
dimwishlist:item=1303313141&perks=1089671869#notes:Shoot to Loot,Tear,Rewind Rounds | Detonator Beam,Elemental Honing,Hatchling
dimwishlist:item=1303313141&perks=3708253561#notes:Shoot to Loot,Tear,Rewind Rounds | Detonator Beam,Elemental Honing,Hatchling
dimwishlist:item=1303313141&perks=4198902903#notes:Shoot to Loot,Tear,Rewind Rounds | Detonator Beam,Elemental Honing,Hatchling
dimwishlist:item=1303313141&perks=831391274#notes:Shoot to Loot,Tear,Rewind Rounds | Detonator Beam,Elemental Honing,Hatchling
dimwishlist:item=1303313141&perks=1089671869#notes:Shoot to Loot,Tear,Rewind Rounds | Detonator Beam,Elemental Honing,Hatchling
dimwishlist:item=1303313141&perks=960997401#notes:Shoot to Loot,Tear,Rewind Rounds | Detonator Beam,Elemental Honing,Hatchling
dimwishlist:item=1303313141&perks=4198902903#notes:Shoot to Loot,Tear,Rewind Rounds | Detonator Beam,Elemental Honing,Hatchling
dimwishlist:item=1303313141&perks=831391274#notes:Shoot to Loot,Tear,Rewind Rounds | Detonator Beam,Elemental Honing,Hatchling
dimwishlist:item=1303313141&perks=1089671869#notes:Shoot to Loot,Tear,Rewind Rounds | Detonator Beam,Elemental Honing,Hatchling
dimwishlist:item=4153087276&perks=3523296417#notes:Demolitionist,Overflow | Headstone,Deconstruct,Attrition Orbs
dimwishlist:item=4153087276&perks=3993379141#notes:Demolitionist,Overflow | Headstone,Deconstruct,Attrition Orbs
dimwishlist:item=4153087276&perks=124408337#notes:Demolitionist,Overflow | Headstone,Deconstruct,Attrition Orbs
dimwishlist:item=4153087276&perks=243981275#notes:Demolitionist,Overflow | Headstone,Deconstruct,Attrition Orbs
dimwishlist:item=4153087276&perks=1164602481#notes:Demolitionist,Overflow | Headstone,Deconstruct,Attrition Orbs
dimwishlist:item=4153087276&perks=3643424744#notes:Demolitionist,Overflow | Headstone,Deconstruct,Attrition Orbs
dimwishlist:item=4153087276&perks=3993379141#notes:Demolitionist,Overflow | Headstone,Deconstruct,Attrition Orbs
dimwishlist:item=4153087276&perks=124408337#notes:Demolitionist,Overflow | Headstone,Deconstruct,Attrition Orbs
dimwishlist:item=4153087276&perks=243981275#notes:Demolitionist,Overflow | Headstone,Deconstruct,Attrition Orbs
dimwishlist:item=4153087276&perks=1164602481#notes:Demolitionist,Overflow | Headstone,Deconstruct,Attrition Orbs
dimwishlist:item=548958835&perks=3700496672#notes:Shoot to Loot | Demolitionist,Frenzy,Incandescent
dimwishlist:item=548958835&perks=3523296417#notes:Shoot to Loot | Demolitionist,Frenzy,Incandescent
dimwishlist:item=548958835&perks=4104185692#notes:Shoot to Loot | Demolitionist,Frenzy,Incandescent
dimwishlist:item=548958835&perks=4293542123#notes:Shoot to Loot | Demolitionist,Frenzy,Incandescent
dimwishlist:item=2827764482&perks=3700496672#notes:Shoot to Loot | Voltshot
dimwishlist:item=2827764482&perks=2173046394#notes:Shoot to Loot | Voltshot
dimwishlist:item=1886840007&perks=3700496672#notes:Shoot to Loot,Repulsor Brace | Destabilizing Rounds,Demolitionist,Desperate Measures
dimwishlist:item=1886840007&perks=3523296417#notes:Shoot to Loot,Repulsor Brace | Destabilizing Rounds,Demolitionist,Desperate Measures
dimwishlist:item=1886840007&perks=2048641572#notes:Shoot to Loot,Repulsor Brace | Destabilizing Rounds,Demolitionist,Desperate Measures
dimwishlist:item=1886840007&perks=2109543898#notes:Shoot to Loot,Repulsor Brace | Destabilizing Rounds,Demolitionist,Desperate Measures
dimwishlist:item=1886840007&perks=776531651#notes:Shoot to Loot,Repulsor Brace | Destabilizing Rounds,Demolitionist,Desperate Measures
dimwishlist:item=1886840007&perks=3523296417#notes:Shoot to Loot,Repulsor Brace | Destabilizing Rounds,Demolitionist,Desperate Measures
dimwishlist:item=1886840007&perks=2048641572#notes:Shoot to Loot,Repulsor Brace | Destabilizing Rounds,Demolitionist,Desperate Measures
dimwishlist:item=1886840007&perks=2109543898#notes:Shoot to Loot,Repulsor Brace | Destabilizing Rounds,Demolitionist,Desperate Measures
dimwishlist:item=3947966653&perks=3523296417#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=3947966653&perks=2610012052#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=3947966653&perks=4049631843#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=3947966653&perks=2109543898#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=3947966653&perks=923806249#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=3947966653&perks=2610012052#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=3947966653&perks=4049631843#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=3947966653&perks=2109543898#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=3947966653&perks=1556840489#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=3947966653&perks=2610012052#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=3947966653&perks=4049631843#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=3947966653&perks=2109543898#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=2755584425&perks=3523296417#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=2755584425&perks=2610012052#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=2755584425&perks=4049631843#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=2755584425&perks=2109543898#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=2755584425&perks=923806249#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=2755584425&perks=2610012052#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=2755584425&perks=4049631843#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=2755584425&perks=2109543898#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=2755584425&perks=1556840489#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=2755584425&perks=2610012052#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=2755584425&perks=4049631843#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=2755584425&perks=2109543898#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=25228802&perks=3523296417#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=25228802&perks=2610012052#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=25228802&perks=4049631843#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=25228802&perks=2109543898#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=25228802&perks=923806249#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=25228802&perks=2610012052#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=25228802&perks=4049631843#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=25228802&perks=2109543898#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=25228802&perks=1556840489#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=25228802&perks=2610012052#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=25228802&perks=4049631843#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=25228802&perks=2109543898#notes:Slice,Lead from Gold,Demolitionist | Desperate Measures,Golden Tricorn,One for All
dimwishlist:item=480368036&perks=951095735#notes:Air Trigger,Impulse Amplifier,Loose Change | Chill Clip,Surrounded,Desperate Measures
dimwishlist:item=480368036&perks=2978966579#notes:Air Trigger,Impulse Amplifier,Loose Change | Chill Clip,Surrounded,Desperate Measures
dimwishlist:item=480368036&perks=3708227201#notes:Air Trigger,Impulse Amplifier,Loose Change | Chill Clip,Surrounded,Desperate Measures
dimwishlist:item=480368036&perks=2109543898#notes:Air Trigger,Impulse Amplifier,Loose Change | Chill Clip,Surrounded,Desperate Measures
dimwishlist:item=480368036&perks=1119449540#notes:Air Trigger,Impulse Amplifier,Loose Change | Chill Clip,Surrounded,Desperate Measures
dimwishlist:item=480368036&perks=2978966579#notes:Air Trigger,Impulse Amplifier,Loose Change | Chill Clip,Surrounded,Desperate Measures
dimwishlist:item=480368036&perks=3708227201#notes:Air Trigger,Impulse Amplifier,Loose Change | Chill Clip,Surrounded,Desperate Measures
dimwishlist:item=480368036&perks=2109543898#notes:Air Trigger,Impulse Amplifier,Loose Change | Chill Clip,Surrounded,Desperate Measures
dimwishlist:item=480368036&perks=1421772400#notes:Air Trigger,Impulse Amplifier,Loose Change | Chill Clip,Surrounded,Desperate Measures
dimwishlist:item=480368036&perks=2978966579#notes:Air Trigger,Impulse Amplifier,Loose Change | Chill Clip,Surrounded,Desperate Measures
dimwishlist:item=480368036&perks=3708227201#notes:Air Trigger,Impulse Amplifier,Loose Change | Chill Clip,Surrounded,Desperate Measures
dimwishlist:item=480368036&perks=2109543898#notes:Air Trigger,Impulse Amplifier,Loose Change | Chill Clip,Surrounded,Desperate Measures
dimwishlist:item=2198166292&perks=3017780555#notes:Heal Clip | Incandescent
dimwishlist:item=2198166292&perks=4293542123#notes:Heal Clip | Incandescent
dimwishlist:item=3381450498&perks=951095735#notes:Impulse Amplifier,Lead from Gold | Voltshot,Surrounded,Adagio
dimwishlist:item=3381450498&perks=2173046394#notes:Impulse Amplifier,Lead from Gold | Voltshot,Surrounded,Adagio
dimwishlist:item=3381450498&perks=3673922083#notes:Impulse Amplifier,Lead from Gold | Voltshot,Surrounded,Adagio
dimwishlist:item=3381450498&perks=3708227201#notes:Impulse Amplifier,Lead from Gold | Voltshot,Surrounded,Adagio
dimwishlist:item=3381450498&perks=1556840489#notes:Impulse Amplifier,Lead from Gold | Voltshot,Surrounded,Adagio
dimwishlist:item=3381450498&perks=2173046394#notes:Impulse Amplifier,Lead from Gold | Voltshot,Surrounded,Adagio
dimwishlist:item=3381450498&perks=3673922083#notes:Impulse Amplifier,Lead from Gold | Voltshot,Surrounded,Adagio
dimwishlist:item=3381450498&perks=3708227201#notes:Impulse Amplifier,Lead from Gold | Voltshot,Surrounded,Adagio
dimwishlist:item=3922217119&perks=3700496672#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=3922217119&perks=4049631843#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=3922217119&perks=1134488199#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=3922217119&perks=2048641572#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=3922217119&perks=776531651#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=3922217119&perks=4049631843#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=3922217119&perks=1134488199#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=3922217119&perks=2048641572#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=3922217119&perks=1523832109#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=3922217119&perks=4049631843#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=3922217119&perks=1134488199#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=3922217119&perks=2048641572#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=2697143634&perks=3700496672#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=2697143634&perks=4049631843#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=2697143634&perks=1134488199#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=2697143634&perks=2048641572#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=2697143634&perks=776531651#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=2697143634&perks=4049631843#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=2697143634&perks=1134488199#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=2697143634&perks=2048641572#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=2697143634&perks=1523832109#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=2697143634&perks=4049631843#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=2697143634&perks=1134488199#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=2697143634&perks=2048641572#notes:Repulsor Brace,Reconstruction,Shoot to Loot | Destabilizing Rounds,Withering Gaze,One for All
dimwishlist:item=3605603507&perks=3523296417#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=3605603507&perks=2848615171#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=3605603507&perks=3078487919#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=3605603507&perks=3865257976#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=3605603507&perks=2109543898#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=3605603507&perks=831391274#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=3605603507&perks=2848615171#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=3605603507&perks=3078487919#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=3605603507&perks=3865257976#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=3605603507&perks=2109543898#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=3605603507&perks=1523832109#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=3605603507&perks=2848615171#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=3605603507&perks=3078487919#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=3605603507&perks=3865257976#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=3605603507&perks=2109543898#notes:Demolitionist,Reconstruction,Hatchling | Desperate Measures,Bait and Switch,Dragonfly
dimwishlist:item=2896109856&perks=1354429876#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=2896109856&perks=2782457288#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=2896109856&perks=124408337#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=2896109856&perks=557221067#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=2896109856&perks=2109543898#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=2896109856&perks=1421772400#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=2896109856&perks=2782457288#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=2896109856&perks=124408337#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=2896109856&perks=557221067#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=2896109856&perks=2109543898#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=2896109856&perks=1955165503#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=2896109856&perks=2782457288#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=2896109856&perks=124408337#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=2896109856&perks=557221067#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=2896109856&perks=2109543898#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=1354429876#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=2782457288#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=124408337#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=557221067#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=2109543898#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=1421772400#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=2782457288#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=124408337#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=557221067#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=2109543898#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=1955165503#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=2782457288#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=124408337#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=557221067#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=1967303408&perks=2109543898#notes:Air Trigger,Rimestealer,Fourth Time's the Charm | Headstone,Desperate Measures,Killing Tally
dimwishlist:item=4220529694&perks=2848615171#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=4220529694&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=4220529694&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=4220529694&perks=3300816228#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=4220529694&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=4220529694&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=4220529694&perks=3865257976#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=4220529694&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=4220529694&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=4220529694&perks=1820235745#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=4220529694&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=4220529694&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=66875353&perks=2848615171#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=66875353&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=66875353&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=66875353&perks=3300816228#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=66875353&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=66875353&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=66875353&perks=3865257976#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=66875353&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=66875353&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=66875353&perks=1820235745#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=66875353&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=66875353&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=495940989&perks=2848615171#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=495940989&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=495940989&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=495940989&perks=3300816228#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=495940989&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=495940989&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=495940989&perks=3865257976#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=495940989&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=495940989&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=495940989&perks=1820235745#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=495940989&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=495940989&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=1845978721&perks=2848615171#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=1845978721&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=1845978721&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=1845978721&perks=3300816228#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=1845978721&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=1845978721&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=1845978721&perks=3865257976#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=1845978721&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=1845978721&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=1845978721&perks=1820235745#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=1845978721&perks=3751912585#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=1845978721&perks=4293542123#notes:Auto-Loading Holster,Subsistence,Dragonfly | Incandescent,Cascade Point
dimwishlist:item=2828278545&perks=3523296417#notes:Demolitionist,Reconstruction | High Ground,Bait and Switch
dimwishlist:item=2828278545&perks=2319119708#notes:Demolitionist,Reconstruction | High Ground,Bait and Switch
dimwishlist:item=2828278545&perks=3078487919#notes:Demolitionist,Reconstruction | High Ground,Bait and Switch
dimwishlist:item=2828278545&perks=1523832109#notes:Demolitionist,Reconstruction | High Ground,Bait and Switch
dimwishlist:item=2828278545&perks=2319119708#notes:Demolitionist,Reconstruction | High Ground,Bait and Switch
dimwishlist:item=2828278545&perks=3078487919#notes:Demolitionist,Reconstruction | High Ground,Bait and Switch
dimwishlist:item=407511664&perks=3523296417#notes:Demolitionist,Reconstruction | High Ground,Bait and Switch
